film_id,title,inventory_id,rental_date,return_date,rental_time,customer_id,rental_rate,rating,category_name,amount
6,"AGENT TRUMAN",29,"2005-08-01 10:20:34","2005-08-09 09:20:34",8,50,2.99,PG,Foreign,7.99
7,"AIRPLANE SIERRA",34,"2005-07-12 20:32:50","2005-07-16 21:12:50",4,531,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",33,"2005-08-01 00:48:24","2005-08-06 23:53:24",5,87,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",33,"2005-06-20 21:11:50","2005-06-29 19:35:50",9,388,4.99,PG-13,Comedy,7.99
7,"AIRPLANE SIERRA",32,"2005-08-02 07:34:19","2005-08-07 09:30:19",5,369,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",36,"2005-07-31 09:20:50","2005-08-01 05:34:50",1,202,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",35,"2005-07-27 14:38:29","2005-07-28 14:24:29",1,429,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",35,"2005-06-21 13:51:28","2005-06-25 09:21:28",4,387,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",34,"2005-07-27 07:19:34","2005-07-31 04:31:34",4,154,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",33,"2005-08-22 17:18:05","2005-08-29 14:35:05",7,81,4.99,PG-13,Comedy,5.99
7,"AIRPLANE SIERRA",33,"2005-07-08 22:29:59","2005-07-15 21:51:59",7,273,4.99,PG-13,Comedy,5.99
7,"AIRPLANE SIERRA",32,"2005-08-22 05:58:27","2005-08-31 10:08:27",9,471,4.99,PG-13,Comedy,7.99
7,"AIRPLANE SIERRA",36,"2005-08-18 13:05:51","2005-08-19 14:54:51",1,310,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",35,"2005-08-21 04:34:11","2005-08-27 10:30:11",6,54,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",35,"2005-07-11 17:00:04","2005-07-12 13:16:04",1,93,4.99,PG-13,Comedy,4.99
7,"AIRPLANE SIERRA",34,"2005-08-19 18:55:21","2005-08-23 18:49:21",4,184,4.99,PG-13,Comedy,4.99
8,"AIRPORT POLLOCK",38,"2005-08-23 20:24:36","2005-08-26 20:35:36",3,96,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",38,"2005-07-11 13:18:37","2005-07-13 13:18:37",2,303,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",37,"2005-08-01 08:17:11","2005-08-10 10:08:11",9,166,4.99,R,Horror,7.99
8,"AIRPORT POLLOCK",37,"2005-06-18 13:11:13","2005-06-23 15:32:13",5,57,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",40,"2005-07-29 07:20:14","2005-07-30 08:50:14",1,141,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",40,"2005-06-19 17:54:48","2005-06-27 17:14:48",8,262,4.99,R,Horror,6.99
8,"AIRPORT POLLOCK",39,"2005-08-18 14:53:58","2005-08-25 20:22:58",7,513,4.99,R,Horror,5.99
8,"AIRPORT POLLOCK",39,"2005-07-06 15:11:44","2005-07-10 09:20:44",4,425,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",39,"2005-05-29 15:08:41","2005-05-30 15:51:41",1,72,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",38,"2005-07-28 09:18:07","2005-08-04 10:23:07",7,352,4.99,R,Horror,5.99
8,"AIRPORT POLLOCK",37,"2005-08-21 13:43:59","2005-08-28 16:38:59",7,275,4.99,R,Horror,5.99
8,"AIRPORT POLLOCK",37,"2005-07-08 08:18:21","2005-07-10 11:36:21",2,268,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",40,"2005-08-17 11:25:25","2005-08-25 13:03:25",8,501,4.99,R,Horror,6.99
8,"AIRPORT POLLOCK",37,"2005-05-25 19:37:47","2005-06-01 23:29:47",7,365,4.99,R,Horror,5.99
8,"AIRPORT POLLOCK",40,"2005-07-06 22:07:58","2005-07-13 02:30:58",7,448,4.99,R,Horror,5.99
8,"AIRPORT POLLOCK",40,"2005-05-31 08:04:17","2005-06-03 11:12:17",3,116,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",39,"2005-07-31 18:31:51","2005-08-03 21:14:51",3,332,4.99,R,Horror,4.99
8,"AIRPORT POLLOCK",39,"2005-06-16 21:15:22","2005-06-23 17:00:22",7,144,4.99,R,Horror,5.99
9,"ALABAMA DEVIL",43,"2005-07-28 08:49:39","2005-08-02 07:16:39",5,547,2.99,PG-13,Horror,4.99
9,"ALABAMA DEVIL",42,"2005-07-29 22:49:00","2005-08-07 21:56:00",9,372,2.99,PG-13,Horror,8.99
9,"ALABAMA DEVIL",41,"2005-08-23 14:26:51","2005-08-29 16:28:51",6,158,2.99,PG-13,Horror,5.99
9,"ALABAMA DEVIL",41,"2005-07-10 12:10:11","2005-07-19 06:56:11",9,305,2.99,PG-13,Horror,8.99
9,"ALABAMA DEVIL",45,"2005-08-17 20:01:12","2005-08-26 21:08:12",9,285,2.99,PG-13,Horror,8.99
9,"ALABAMA DEVIL",44,"2005-08-17 22:32:50","2005-08-25 03:33:50",8,463,2.99,PG-13,Horror,7.99
9,"ALABAMA DEVIL",43,"2005-08-23 13:26:01","2005-08-29 18:17:01",6,514,2.99,PG-13,Horror,5.99
9,"ALABAMA DEVIL",42,"2005-08-23 08:03:25","2005-08-24 10:21:25",1,214,2.99,PG-13,Horror,2.99
9,"ALABAMA DEVIL",42,"2005-07-06 18:32:49","2005-07-07 20:46:49",1,507,2.99,PG-13,Horror,2.99
9,"ALABAMA DEVIL",41,"2005-07-31 18:47:20","2005-08-03 22:53:20",3,491,2.99,PG-13,Horror,2.99
9,"ALABAMA DEVIL",45,"2005-07-27 12:24:59","2005-08-02 15:52:59",6,226,2.99,PG-13,Horror,5.99
9,"ALABAMA DEVIL",44,"2005-07-30 21:44:31","2005-08-04 01:29:31",5,75,2.99,PG-13,Horror,4.99
10,"ALADDIN CALENDAR",46,"2005-07-12 12:50:19","2005-07-16 13:41:19",4,470,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",51,"2005-07-09 08:01:51","2005-07-18 09:16:51",9,539,4.99,NC-17,Sports,7.99
10,"ALADDIN CALENDAR",50,"2005-08-21 11:06:33","2005-08-29 16:10:33",8,367,4.99,NC-17,Sports,6.99
10,"ALADDIN CALENDAR",50,"2005-07-07 03:06:40","2005-07-10 02:37:40",3,10,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",49,"2005-08-20 15:17:38","2005-08-21 21:11:38",1,481,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",49,"2005-07-07 21:22:26","2005-07-16 00:59:26",9,370,4.99,NC-17,Sports,7.99
10,"ALADDIN CALENDAR",48,"2005-08-01 10:17:47","2005-08-02 15:04:47",1,358,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",52,"2005-07-29 22:18:12","2005-08-05 22:00:12",7,477,4.99,NC-17,Sports,5.99
10,"ALADDIN CALENDAR",47,"2005-08-01 18:18:13","2005-08-04 14:09:13",3,120,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",52,"2005-06-15 11:03:24","2005-06-20 10:54:24",5,193,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",46,"2005-07-27 08:00:36","2005-08-01 03:11:36",5,570,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",51,"2005-07-30 12:10:19","2005-08-01 07:35:19",2,365,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",51,"2005-06-19 03:15:05","2005-06-21 08:26:05",2,265,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",46,"2005-06-17 08:06:53","2005-06-21 05:00:53",4,89,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",50,"2005-08-01 21:29:34","2005-08-10 17:27:34",9,490,4.99,NC-17,Sports,7.99
10,"ALADDIN CALENDAR",50,"2005-06-16 19:23:23","2005-06-18 00:57:23",2,18,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",49,"2005-08-01 00:58:52","2005-08-10 01:16:52",9,391,4.99,NC-17,Sports,7.99
10,"ALADDIN CALENDAR",48,"2005-08-21 20:49:21","2005-08-26 01:39:21",5,409,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",52,"2005-08-20 21:45:23","2005-08-26 01:42:23",6,247,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",47,"2005-08-19 20:25:24","2005-08-27 20:38:24",8,55,4.99,NC-17,Sports,6.99
10,"ALADDIN CALENDAR",52,"2005-07-08 11:57:28","2005-07-10 17:47:28",2,286,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",46,"2005-08-19 11:23:20","2005-08-25 17:05:20",6,259,4.99,NC-17,Sports,4.99
10,"ALADDIN CALENDAR",51,"2005-08-18 20:43:00","2005-08-21 22:28:00",3,93,4.99,NC-17,Sports,4.99
11,"ALAMO VIDEOTAPE",54,"2005-08-18 23:48:16","2005-08-20 18:13:16",2,373,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",59,"2005-07-10 09:32:22","2005-07-15 15:20:22",5,244,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",53,"2005-08-19 22:05:40","2005-08-22 01:31:40",3,80,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",58,"2005-08-20 03:44:26","2005-08-27 22:11:26",7,538,0.99,G,Foreign,1.99
11,"ALAMO VIDEOTAPE",53,"2005-07-09 22:48:04","2005-07-10 17:56:04",1,244,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",58,"2005-07-08 16:10:19","2005-07-11 18:52:19",3,474,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",53,"2005-05-28 09:10:49","2005-06-06 11:32:49",9,324,0.99,G,Foreign,3.99
11,"ALAMO VIDEOTAPE",58,"2005-05-28 17:37:59","2005-06-03 22:49:59",6,360,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",57,"2005-08-02 07:09:34","2005-08-08 08:39:34",6,4,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",56,"2005-08-02 13:43:49","2005-08-08 13:16:49",6,315,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",55,"2005-08-18 08:27:28","2005-08-25 02:58:28",7,215,0.99,G,Foreign,1.99
11,"ALAMO VIDEOTAPE",55,"2005-07-09 20:41:35","2005-07-14 00:15:35",5,114,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",59,"2005-07-29 12:48:54","2005-08-04 07:19:54",6,233,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",54,"2005-07-31 21:20:59","2005-08-02 23:14:59",2,351,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",59,"2005-06-15 11:07:39","2005-06-22 05:55:39",7,548,0.99,G,Foreign,1.99
11,"ALAMO VIDEOTAPE",53,"2005-07-29 05:11:00","2005-07-30 05:30:00",1,280,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",58,"2005-07-31 19:04:35","2005-08-07 16:53:35",7,118,0.99,G,Foreign,1.99
11,"ALAMO VIDEOTAPE",53,"2005-06-19 00:11:26","2005-06-25 02:19:26",6,74,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",58,"2005-06-17 13:24:43","2005-06-20 12:34:43",3,90,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",57,"2005-08-18 14:06:39","2005-08-25 09:36:39",7,56,0.99,G,Foreign,1.99
11,"ALAMO VIDEOTAPE",56,"2005-08-22 04:04:31","2005-08-31 02:30:31",9,421,0.99,G,Foreign,3.99
11,"ALAMO VIDEOTAPE",56,"2005-07-07 02:19:01","2005-07-10 01:12:01",3,116,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",55,"2005-07-28 01:08:11","2005-08-01 03:32:11",4,413,0.99,G,Foreign,0.99
11,"ALAMO VIDEOTAPE",59,"2005-08-17 04:28:56","2005-08-24 00:42:56",7,168,0.99,G,Foreign,1.99
12,"ALASKA PHANTOM",63,"2005-06-19 15:01:23","2005-06-22 09:08:23",3,246,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",62,"2005-08-19 11:24:37","2005-08-21 05:48:37",2,447,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",66,"2005-08-19 06:52:58","2005-08-26 11:23:58",7,592,0.99,PG,Music,1.99
12,"ALASKA PHANTOM",62,"2005-07-07 04:13:35","2005-07-10 23:58:35",3,70,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",66,"2005-07-09 09:24:19","2005-07-18 04:02:19",9,209,0.99,PG,Music,3.99
12,"ALASKA PHANTOM",62,"2005-05-29 21:58:43","2005-06-06 00:54:43",8,573,0.99,PG,Music,2.99
12,"ALASKA PHANTOM",65,"2005-08-19 08:53:57","2005-08-28 08:56:57",9,275,0.99,PG,Music,3.99
12,"ALASKA PHANTOM",61,"2005-07-29 11:32:58","2005-08-05 07:21:58",7,67,0.99,PG,Music,1.99
12,"ALASKA PHANTOM",65,"2005-07-06 10:17:59","2005-07-10 15:31:59",4,223,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",61,"2005-06-16 15:15:43","2005-06-23 10:14:43",7,146,0.99,PG,Music,1.99
12,"ALASKA PHANTOM",64,"2005-08-23 06:11:52","2005-08-25 05:34:52",2,62,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",60,"2005-07-26 23:13:34","2005-07-30 19:14:34",4,538,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",63,"2005-08-20 12:03:54","2005-08-28 15:24:54",8,440,0.99,PG,Music,2.99
12,"ALASKA PHANTOM",63,"2005-07-10 00:27:21","2005-07-13 20:11:21",3,302,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",63,"2005-05-30 22:15:51","2005-06-02 22:56:51",3,115,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",62,"2005-07-30 12:02:41","2005-08-05 15:23:41",6,50,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",66,"2005-07-28 12:01:19","2005-08-05 07:08:19",8,48,0.99,PG,Music,2.99
12,"ALASKA PHANTOM",62,"2005-06-15 07:30:22","2005-06-18 11:31:22",3,395,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",66,"2005-06-19 10:47:42","2005-06-23 14:03:42",4,139,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",61,"2005-08-22 17:37:02","2005-08-25 18:45:02",3,5,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",65,"2005-08-02 06:04:44","2005-08-06 11:37:44",4,573,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",61,"2005-07-10 04:33:36","2005-07-12 08:13:36",2,440,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",65,"2005-06-19 19:34:45","2005-06-27 14:49:45",8,325,0.99,PG,Music,2.99
12,"ALASKA PHANTOM",60,"2005-08-20 06:52:03","2005-08-27 07:43:03",7,422,0.99,PG,Music,1.99
12,"ALASKA PHANTOM",64,"2005-07-31 06:42:09","2005-08-06 08:21:09",6,160,0.99,PG,Music,0.99
12,"ALASKA PHANTOM",63,"2005-07-28 11:58:53","2005-08-04 12:08:53",7,473,0.99,PG,Music,1.99
13,"ALI FOREVER",70,"2005-07-29 01:29:51","2005-08-03 21:56:51",5,346,4.99,PG,Horror,5.99
13,"ALI FOREVER",69,"2005-08-22 02:12:44","2005-08-24 02:36:44",2,292,4.99,PG,Horror,4.99
13,"ALI FOREVER",68,"2005-08-23 05:02:31","2005-09-01 02:51:31",9,469,4.99,PG,Horror,9.99
13,"ALI FOREVER",67,"2005-08-22 21:59:29","2005-08-27 16:32:29",5,10,4.99,PG,Horror,5.99
