2,891,"TIMBERLAND SKY",4088,"2005-07-30 16:21:13","2005-08-08 11:57:13",9,0.99,G,Classics,6.99
2,878,"TEEN APOLLO",4030,"2005-07-30 13:47:43","2005-08-08 18:52:43",9,4.99,G,Travel,10.99
2,303,"FANTASY TROOPERS",1382,"2005-07-30 14:14:11","2005-08-05 11:19:11",6,0.99,PG-13,Action,0.99
2,162,"CLUELESS BUCKET",741,"2005-07-27 14:30:42","2005-08-02 16:48:42",6,2.99,R,Action,4.99
2,243,"DOORS PRESIDENT",1090,"2005-05-27 00:09:24","2005-05-28 04:30:24",1,4.99,NC-17,Animation,4.99
2,27,"ANONYMOUS HUMAN",138,"2005-08-01 09:45:26","2005-08-06 06:28:26",5,0.99,NC-17,Sports,0.99
2,694,"PREJUDICE OLEANDER",3164,"2005-08-21 13:24:32","2005-08-27 08:59:32",6,4.99,PG-13,Classics,4.99
2,999,"ZOOLANDER FICTION",4570,"2005-08-21 22:41:56","2005-08-29 00:18:56",8,2.99,R,Children,5.99
2,109,"BUTTERFLY CHOCOLAT",488,"2005-07-27 15:23:02","2005-08-04 10:35:02",8,0.99,G,New,5.99
2,690,"POND SEATTLE",3142,"2005-07-31 21:58:56","2005-08-03 19:44:56",3,2.99,PG-13,Animation,2.99
2,331,"FORWARD TEMPLE",1521,"2005-08-19 06:26:04","2005-08-23 11:37:04",4,2.99,NC-17,Games,2.99
2,78,"BLACKOUT PRIVATE",352,"2005-06-17 20:54:58","2005-06-24 00:41:58",7,2.99,PG,Animation,2.99
2,447,"ICE CROSSING",2060,"2005-08-02 13:44:53","2005-08-04 16:39:53",2,2.99,R,Games,2.99
2,254,"DRIVER ANNIE",1149,"2005-08-02 10:43:48","2005-08-10 10:55:48",8,2.99,PG-13,Sports,6.99
2,748,"RUGRATS SHAKESPEARE",3418,"2005-08-02 02:10:56","2005-08-02 21:23:56",0,0.99,PG-13,Action,0.99
2,471,"ISLAND EXORCIST",2179,"2005-08-22 13:53:04","2005-08-31 15:51:04",9,2.99,NC-17,Classics,4.99
2,136,"CHAPLIN LICENSE",626,"2005-07-29 12:56:59","2005-08-01 08:39:59",3,2.99,NC-17,New,2.99
2,895,"TOMORROW HUSTLER",4116,"2005-07-10 06:31:24","2005-07-13 02:36:24",3,2.99,R,Classics,2.99
2,175,"CONFUSED CANDLES",805,"2005-08-17 03:52:18","2005-08-20 07:04:18",3,2.99,PG-13,Family,2.99
2,446,"HYSTERICAL GRAIL",2053,"2005-07-27 18:40:20","2005-08-02 21:07:20",6,4.99,PG,Sports,5.99
2,142,"CHICKEN HELLFIGHTERS",654,"2005-08-02 07:41:41","2005-08-10 10:37:41",8,0.99,PG,Documentary,5.99
2,637,"OPEN AFRICAN",2898,"2005-08-23 17:39:35","2005-08-25 23:23:35",2,4.99,PG,Sci-Fi,4.99
2,518,"LIAISONS SWEET",2377,"2005-07-30 06:06:10","2005-08-04 10:45:10",5,4.99,PG,Travel,4.99
2,421,"HOLIDAY GAMES",1937,"2005-07-29 00:12:59","2005-08-06 19:52:59",8,4.99,PG-13,Foreign,5.99
2,606,"MUMMY CREATURES",2760,"2005-07-10 12:38:56","2005-07-19 17:02:56",9,0.99,NC-17,Sports,6.99
3,371,"GOSFORD DONNIE",1704,"2005-07-07 10:23:25","2005-07-10 13:18:25",3,4.99,G,Action,4.99
3,563,"MASSACRE USUAL",2575,"2005-07-27 04:54:42","2005-08-03 01:42:42",7,4.99,R,Games,5.99
3,464,"INTENTIONS EMPIRE",2150,"2005-07-28 03:59:21","2005-08-05 08:52:21",8,2.99,PG-13,Animation,7.99
3,86,"BOOGIE AMELIE",390,"2005-07-28 11:46:45","2005-07-29 07:19:45",1,4.99,R,Music,4.99
3,540,"LUCKY FLYING",2468,"2005-08-23 07:10:14","2005-08-26 07:21:14",3,2.99,PG-13,Music,2.99
3,854,"STRANGERS GRAFFITI",3913,"2005-06-16 01:34:05","2005-06-24 04:27:05",8,4.99,R,Horror,8.99
3,312,"FIDDLER LOST",1427,"2005-08-21 20:50:48","2005-08-29 18:08:48",8,4.99,R,Sci-Fi,8.99
3,263,"DURHAM PANKY",1182,"2005-07-28 18:17:14","2005-07-30 18:22:14",2,4.99,R,Sports,4.99
3,995,"YENTL IDAHO",4560,"2005-07-31 11:32:58","2005-08-04 17:12:58",4,4.99,R,Horror,4.99
3,126,"CASUALTIES ENCINO",579,"2005-07-27 20:23:12","2005-08-05 18:46:12",9,4.99,G,Action,10.99
3,725,"REQUIEM TYCOON",3292,"2005-08-01 14:19:48","2005-08-08 20:01:48",7,4.99,R,Classics,5.99
3,621,"NETWORK PEAK",2829,"2005-07-31 03:27:58","2005-08-03 05:58:58",3,2.99,PG-13,Family,2.99
3,433,"HORN WORKING",1984,"2005-08-18 14:49:55","2005-08-24 15:20:55",6,2.99,PG,Animation,4.99
3,202,"DADDY PITTSBURGH",910,"2005-06-17 05:15:15","2005-06-24 11:05:15",7,4.99,G,Comedy,6.99
3,759,"SALUTE APOLLO",3464,"2005-05-29 22:43:55","2005-06-01 17:43:55",3,2.99,R,New,2.99
3,711,"RAGING AIRPLANE",3241,"2005-08-19 22:18:07","2005-08-27 19:23:07",8,4.99,R,Sci-Fi,8.99
3,77,"BIRDS PERDITION",346,"2005-07-28 04:46:30","2005-08-04 08:41:30",7,4.99,G,New,6.99
3,855,"STREAK RIDGEMONT",3917,"2005-06-19 08:34:53","2005-06-28 04:19:53",9,0.99,PG-13,Documentary,2.99
3,23,"ANACONDA CONFESSIONS",116,"2005-06-16 15:19:10","2005-06-25 11:39:10",9,0.99,R,Animation,6.99
3,717,"REAR TRADING",3261,"2005-07-29 11:07:04","2005-08-06 13:30:04",8,0.99,NC-17,Action,2.99
3,367,"GOLDMINE TYCOON",1685,"2005-08-22 09:37:27","2005-08-23 14:39:27",1,0.99,R,Sci-Fi,0.99
3,732,"RINGS HEARTBREAKERS",3328,"2005-05-27 17:17:09","2005-06-02 11:20:09",6,0.99,G,Action,1.99
3,366,"GOLDFINGER SENSIBILITY",1675,"2005-07-30 21:45:46","2005-08-05 21:22:46",6,0.99,G,Drama,3.99
3,555,"MALLRATS UNITED",2526,"2005-08-20 06:14:12","2005-08-26 00:44:12",6,0.99,PG,Comedy,2.99
3,447,"ICE CROSSING",2058,"2005-07-08 12:47:11","2005-07-15 09:08:11",7,2.99,R,Games,4.99
3,940,"VICTORY ACADEMY",4315,"2005-07-30 13:31:20","2005-08-06 16:42:20",7,0.99,PG-13,Sports,1.99
4,42,"ARTIST COLDBLOODED",185,"2005-06-16 14:01:27","2005-06-18 09:35:27",2,2.99,NC-17,Sports,2.99
4,728,"REUNION WITCHES",3308,"2005-08-23 07:43:00","2005-08-27 10:47:00",4,0.99,R,Drama,1.99
4,11,"ALAMO VIDEOTAPE",57,"2005-08-02 07:09:34","2005-08-08 08:39:34",6,0.99,G,Foreign,0.99
4,837,"STAGE WORLD",3822,"2005-08-20 12:55:40","2005-08-28 09:06:40",8,2.99,PG,Comedy,6.99
4,35,"ARACHNOPHOBIA ROLLERCOASTER",165,"2005-07-29 18:44:57","2005-08-03 18:25:57",5,2.99,PG-13,Horror,3.99
4,547,"MAGIC MALLRATS",2495,"2005-06-17 14:31:12","2005-06-19 11:04:12",2,0.99,PG,Children,0.99
4,895,"TOMORROW HUSTLER",4117,"2005-07-30 08:46:09","2005-08-05 10:34:09",6,2.99,R,Classics,5.99
4,26,"ANNIE IDENTITY",132,"2005-08-19 02:19:13","2005-08-23 07:49:13",4,0.99,G,Sci-Fi,1.99
4,559,"MARRIED GO",2553,"2005-08-22 13:58:23","2005-08-28 14:33:23",6,2.99,G,Sci-Fi,2.99
4,219,"DEEP CRUSADE",984,"2005-08-21 04:53:37","2005-08-25 23:39:37",4,4.99,PG-13,Documentary,4.99
4,740,"ROLLERCOASTER BRINGING",3373,"2005-08-20 09:32:04","2005-08-23 14:29:04",3,2.99,PG-13,Horror,2.99
4,939,"VERTIGO NORTHWEST",4311,"2005-08-02 08:20:31","2005-08-04 05:06:31",2,2.99,R,Comedy,2.99
4,239,"DOGMA FAMILY",1075,"2005-06-15 09:31:28","2005-06-19 04:33:28",4,4.99,G,Animation,4.99
4,431,"HOOSIERS BIRDCAGE",1976,"2005-08-18 00:14:03","2005-08-18 23:52:03",0,2.99,G,Foreign,2.99
4,543,"MADIGAN DORADO",2479,"2005-08-18 05:14:44","2005-08-27 01:32:44",9,4.99,R,Travel,8.99
4,63,"BEDAZZLED MARRIED",280,"2005-06-16 08:08:40","2005-06-17 11:12:40",1,0.99,PG,Family,0.99
4,19,"AMADEUS HOLY",97,"2005-06-16 15:51:52","2005-06-20 13:27:52",4,0.99,PG,Action,0.99
4,653,"PANIC CLUB",2980,"2005-07-30 18:58:00","2005-08-03 15:14:00",4,4.99,G,Horror,5.99
4,784,"SHANGHAI TYCOON",3587,"2005-07-28 04:37:59","2005-07-29 09:20:59",1,2.99,PG,Travel,2.99
4,448,"IDAHO LOVE",2065,"2005-06-19 09:39:01","2005-06-25 08:33:01",6,2.99,PG-13,New,5.99
4,676,"PHILADELPHIA WIFE",3071,"2005-08-17 00:28:01","2005-08-19 04:47:01",2,4.99,PG-13,Sports,4.99
4,958,"WARDROBE PHANTOM",4385,"2005-07-28 02:10:10","2005-07-30 04:29:10",2,2.99,G,Drama,2.99
5,465,"INTERVIEW LIAISONS",2153,"2005-07-11 03:17:04","2005-07-19 07:08:04",8,4.99,R,New,8.99
5,333,"FREAKY POCUS",1522,"2005-07-30 23:52:30","2005-08-08 05:22:30",9,2.99,R,Music,4.99
5,722,"REEF SALUTE",3277,"2005-06-15 22:03:14","2005-06-23 18:42:14",8,0.99,NC-17,Horror,3.99
5,941,"VIDEOTAPE ARSENIC",4323,"2005-06-17 15:56:53","2005-06-21 14:19:53",4,4.99,NC-17,Games,4.99
5,733,"RIVER OUTLAW",3333,"2005-07-27 12:37:28","2005-07-30 15:12:28",3,0.99,PG-13,Sports,0.99
5,568,"MEMENTO ZOOLANDER",2587,"2005-08-01 14:48:45","2005-08-04 13:41:45",3,4.99,NC-17,Comedy,4.99
5,12,"ALASKA PHANTOM",61,"2005-08-22 17:37:02","2005-08-25 18:45:02",3,0.99,PG,Music,0.99
5,91,"BOUND CHEAPER",416,"2005-07-09 08:51:42","2005-07-15 03:59:42",6,0.99,PG,Classics,1.99
5,345,"GABLES METROPOLIS",1574,"2006-02-14 15:16:03",NULL,NULL,0.99,PG,Family,0.99
5,951,"VOYAGE LEGALLY",4364,"2005-07-12 11:27:35","2005-07-21 16:35:35",9,0.99,PG-13,Classics,3.99
5,6,"AGENT TRUMAN",28,"2005-07-29 01:11:23","2005-07-31 01:53:23",2,2.99,PG,Foreign,2.99
5,18,"ALTER VICTORY",92,"2005-07-28 01:50:29","2005-07-30 22:23:29",2,0.99,PG-13,Animation,0.99
5,155,"CLEOPATRA DEVIL",711,"2005-07-30 04:14:28","2005-08-06 09:08:28",7,0.99,PG-13,New,1.99
5,213,"DATE SPEED",957,"2005-07-09 07:13:52","2005-07-18 05:18:52",9,0.99,R,Family,5.99
5,314,"FIGHT JAWBREAKER",1434,"2005-07-12 12:16:28","2005-07-19 17:03:28",7,0.99,R,Animation,4.99
5,870,"SWARM GOLD",3998,"2005-05-31 19:46:38","2005-06-05 14:03:38",5,0.99,PG-13,Horror,1.99
5,286,"ENOUGH RAGING",1299,"2005-08-17 16:28:53","2005-08-25 10:31:53",8,2.99,NC-17,Travel,3.99
5,408,"HEAD STRANGER",1871,"2005-07-09 01:57:57","2005-07-09 22:07:57",0,4.99,R,Games,4.99
5,956,"WANDA CHAMBER",4376,"2005-08-02 10:50:06","2005-08-04 05:24:06",2,4.99,PG-13,Games,4.99
5,763,"SATISFACTION CONFIDENTIAL",3482,"2005-08-18 00:10:04","2005-08-26 00:51:04",8,4.99,G,Sports,9.99
5,266,"DYNAMITE TARZAN",1192,"2005-08-19 09:45:41","2005-08-24 09:11:41",5,0.99,PG-13,Classics,1.99
5,37,"ARIZONA BANG",169,"2005-08-21 14:02:50","2005-08-22 16:45:50",1,2.99,PG,Classics,2.99
5,470,"ISHTAR ROCKETEER",2177,"2005-08-20 22:13:59","2005-08-26 20:50:59",6,4.99,R,Animation,6.99
5,131,"CENTER DINOSAUR",600,"2005-07-06 09:11:58","2005-07-08 10:50:58",2,4.99,PG,Classics,4.99
5,539,"LUCK OPUS",2466,"2005-06-16 08:01:02","2005-06-19 09:04:02",3,2.99,NC-17,Drama,2.99
5,22,"AMISTAD MIDSUMMER",111,"2005-07-28 08:43:39","2005-08-04 14:33:39",7,2.99,G,New,3.99
5,962,"WASTELAND DIVINE",4400,"2005-07-31 14:00:53","2005-08-08 18:51:53",8,2.99,PG,Classics,3.99
5,263,"DURHAM PANKY",1183,"2005-06-20 18:38:22","2005-06-26 00:00:22",6,4.99,R,Sports,4.99
5,975,"WILLOW TRACY",4463,"2005-07-08 20:04:43","2005-07-13 17:57:43",5,2.99,R,Family,2.99
5,68,"BETRAYED REAR",301,"2005-05-31 11:15:43","2005-06-07 12:02:43",7,4.99,NC-17,Children,6.99
5,743,"ROOM ROMAN",3387,"2005-08-20 15:16:18","2005-08-22 18:20:18",2,0.99,PG,Animation,0.99
5,896,"TOOTSIE PILOT",4124,"2005-05-29 07:25:16","2005-05-30 05:21:16",1,0.99,PG,Children,0.99
5,245,"DOUBLE WRATH",1105,"2005-06-19 04:20:13","2005-06-25 07:00:13",6,0.99,R,Animation,2.99
5,810,"SLUMS DUCK",3701,"2005-08-02 04:56:45","2005-08-11 08:04:45",9,0.99,PG,Family,4.99
5,511,"LAWRENCE LOVE",2348,"2005-07-10 11:09:35","2005-07-17 16:41:35",7,0.99,NC-17,Action,0.99
5,575,"MIDSUMMER GROUNDHOG",2623,"2005-08-21 11:31:11","2005-08-26 06:29:11",5,4.99,G,Documentary,6.99
5,663,"PATIENT SISTER",3022,"2005-08-01 15:27:10","2005-08-02 13:16:10",1,0.99,NC-17,Classics,0.99
5,349,"GANGS PRIDE",1595,"2005-08-19 00:24:08","2005-08-21 22:53:08",2,2.99,PG-13,Animation,2.99
6,293,"EXORCIST STING",1325,"2005-08-21 09:49:28","2005-08-29 13:34:28",8,2.99,G,Sports,4.99
6,775,"SEATTLE EXPECATIONS",3544,"2005-08-21 08:22:56","2005-08-28 02:22:56",7,4.99,PG-13,Drama,7.99
6,592,"MONSTER SPARTACUS",2699,"2005-07-11 12:39:01","2005-07-20 15:59:01",9,2.99,PG,Music,5.99
6,730,"RIDGEMONT SUBMARINE",3317,"2005-06-16 03:41:38","2005-06-22 03:01:38",6,0.99,PG-13,New,3.99
6,858,"SUBMARINE BED",3938,"2005-05-25 08:43:32","2005-05-29 06:42:32",4,4.99,R,Comedy,4.99
6,841,"STAR OPERATION",3837,"2005-08-20 00:18:25","2005-08-29 01:08:25",9,2.99,PG,Sports,6.99
6,807,"SLEUTH ORIENT",3693,"2005-07-07 14:53:24","2005-07-13 14:21:24",6,0.99,NC-17,Games,2.99
6,367,"GOLDMINE TYCOON",1686,"2005-07-10 03:03:35","2005-07-14 07:49:35",4,0.99,R,Sci-Fi,0.99
6,689,"POLLOCK DELIVERANCE",3136,"2005-07-27 05:03:44","2005-07-29 00:12:44",2,2.99,PG,Foreign,2.99
6,562,"MASKED BUBBLE",2565,"2005-08-23 06:41:32","2005-08-28 08:51:32",5,0.99,PG-13,Music,0.99
6,160,"CLUB GRAFFITI",731,"2005-07-28 18:47:23","2005-07-31 16:23:23",3,0.99,PG-13,Animation,0.99
6,452,"ILLUSION AMELIE",2085,"2005-06-17 09:19:45","2005-06-20 11:19:45",3,0.99,R,Foreign,0.99
6,807,"SLEUTH ORIENT",3692,"2005-08-01 03:13:39","2005-08-07 23:40:39",6,0.99,NC-17,Games,2.99
6,395,"HANDICAP BOONDOCK",1818,"2005-06-18 12:03:23","2005-06-22 14:25:23",4,0.99,R,Action,0.99
6,849,"STORM HAPPINESS",3888,"2005-08-17 13:39:32","2005-08-23 18:44:32",6,0.99,NC-17,Animation,0.99
6,280,"EMPIRE MALKOVICH",1261,"2005-07-06 23:14:21","2005-07-12 17:55:21",6,0.99,G,Children,0.99
6,862,"SUMMER SCARFACE",3952,"2005-08-02 18:55:15","2005-08-10 19:50:15",8,0.99,G,Classics,3.99
6,365,"GOLD RIVER",1670,"2005-08-17 02:29:41","2005-08-23 20:47:41",6,4.99,R,Comedy,6.99
6,19,"AMADEUS HOLY",98,"2005-08-17 08:12:20","2005-08-19 12:45:20",2,0.99,PG,Action,0.99
6,626,"NOON PAPI",2858,"2005-08-18 04:05:29","2005-08-23 04:17:29",5,2.99,G,Children,2.99
6,418,"HOBBIT ALIEN",1929,"2005-07-27 06:38:25","2005-08-03 05:13:25",7,0.99,PG-13,Drama,2.99
6,514,"LEBOWSKI SOLDIERS",2363,"2005-06-16 23:44:13","2005-06-22 04:09:13",6,2.99,PG-13,Drama,2.99
6,285,"ENGLISH BULWORTH",1290,"2005-05-30 11:25:01","2005-05-31 09:06:01",1,0.99,PG-13,Sci-Fi,0.99
6,790,"SHOOTIST SUPERFLY",3617,"2005-08-02 05:36:38","2005-08-10 05:39:38",8,0.99,PG-13,Drama,2.99
6,833,"SPLENDOR PATTON",3804,"2005-07-12 12:18:38","2005-07-13 17:56:38",1,0.99,R,Children,0.99
6,285,"ENGLISH BULWORTH",1291,"2005-08-23 02:51:24","2005-08-31 06:21:24",8,0.99,PG-13,Sci-Fi,5.99
6,590,"MONEY HAROLD",2686,"2005-07-11 15:01:54","2005-07-19 16:58:54",8,2.99,PG,New,7.99
6,83,"BLUES INSTINCT",375,"2005-05-28 11:09:14","2005-06-01 13:27:14",4,2.99,G,Family,2.99
7,687,"POCUS PULP",3123,"2005-07-11 10:36:28","2005-07-18 16:19:28",7,0.99,NC-17,Documentary,1.99
7,162,"CLUELESS BUCKET",739,"2005-08-01 08:19:53","2005-08-08 10:25:53",7,2.99,R,Action,5.99
7,617,"NATURAL STOCK",2812,"2005-07-06 07:09:17","2005-07-15 05:12:17",9,0.99,PG-13,Family,5.99
7,880,"TELEMARK HEARTBREAKERS",4045,"2005-08-19 21:23:31","2005-08-25 22:38:31",6,2.99,PG-13,Animation,2.99
7,545,"MADNESS ATTACKS",2484,"2005-05-31 08:44:29","2005-06-09 08:00:29",9,0.99,PG-13,Foreign,5.99
7,856,"STREETCAR INTENTIONS",3920,"2005-07-10 21:35:12","2005-07-18 19:59:12",8,4.99,R,Horror,7.99
7,682,"PITTSBURGH HUNCHBACK",3104,"2005-07-29 07:02:55","2005-08-03 12:35:55",5,4.99,PG-13,Family,5.99
7,424,"HOLOCAUST HIGHBALL",1950,"2005-06-20 10:11:53","2005-06-25 04:51:53",5,0.99,R,Children,0.99
7,346,"GALAXY SWEETHEARTS",1580,"2005-08-01 04:57:04","2005-08-07 23:00:04",6,4.99,R,Classics,6.99
7,953,"WAIT CIDER",4374,"2005-08-01 15:52:00","2005-08-08 16:08:00",7,0.99,PG-13,Animation,4.99
7,15,"ALIEN CENTER",75,"2005-08-18 21:55:01","2005-08-22 01:23:01",4,2.99,NC-17,Foreign,2.99
7,156,"CLERKS ANGELS",714,"2005-08-21 04:49:48","2005-08-25 05:34:48",4,4.99,G,Documentary,5.99
7,305,"FATAL HAUNTED",1393,"2005-07-11 17:30:58","2005-07-15 15:50:58",4,2.99,PG,New,2.99
7,396,"HANGING DEEP",1822,"2005-08-18 07:57:14","2005-08-27 07:07:14",9,4.99,G,Drama,8.99
7,796,"SIERRA DIVIDE",3645,"2005-07-12 15:17:42","2005-07-18 17:59:42",6,0.99,NC-17,Sports,3.99
7,880,"TELEMARK HEARTBREAKERS",4042,"2005-06-18 05:03:36","2005-06-22 02:25:36",4,2.99,PG-13,Animation,2.99
7,628,"NORTHWEST POLISH",2866,"2005-08-20 01:06:04","2005-08-24 23:56:04",4,2.99,PG,Sports,2.99
7,516,"LEGEND JEDI",2368,"2005-06-16 21:06:00","2005-06-21 21:24:00",5,0.99,PG,Music,0.99
7,631,"NOVOCAINE FLIGHT",2877,"2005-06-19 14:00:26","2005-06-23 14:56:26",4,0.99,G,Sports,0.99
7,615,"NASH CHOCOLAT",2803,"2005-05-29 09:27:00","2005-06-03 04:25:00",5,2.99,PG-13,Animation,2.99
7,103,"BUCKET BROTHERHOOD",468,"2005-06-20 01:50:56","2005-06-22 05:05:56",2,4.99,PG,Travel,4.99
7,854,"STRANGERS GRAFFITI",3913,"2005-07-09 21:52:05","2005-07-17 02:54:05",8,4.99,R,Horror,8.99
7,730,"RIDGEMONT SUBMARINE",3318,"2005-05-25 06:04:08","2005-06-02 08:18:08",8,0.99,PG-13,New,5.99
7,857,"STRICTLY SCARFACE",3929,"2005-07-08 16:16:04","2005-07-14 18:02:04",6,2.99,PG-13,Comedy,5.99
7,664,"PATRIOT ROMAN",3024,"2005-07-07 13:22:20","2005-07-10 07:44:20",3,2.99,PG,Action,2.99
7,491,"JUMPING WRATH",2272,"2005-08-02 04:40:54","2005-08-09 03:39:54",7,0.99,NC-17,Children,3.99
7,750,"RUN PACIFIC",3424,"2005-08-20 05:53:31","2005-08-23 09:01:31",3,0.99,R,New,0.99
7,931,"VALENTINE VANISHING",4278,"2005-05-25 19:30:46","2005-05-31 23:59:46",6,0.99,PG-13,Travel,0.99
7,330,"FORRESTER COMANCHEROS",1512,"2005-08-01 11:39:26","2005-08-03 07:53:26",2,4.99,NC-17,Animation,4.99
7,763,"SATISFACTION CONFIDENTIAL",3480,"2005-07-31 04:30:03","2005-08-06 09:13:03",6,4.99,G,Sports,7.99
7,465,"INTERVIEW LIAISONS",2155,"2005-08-17 00:51:32","2005-08-24 20:29:32",7,4.99,R,New,7.99
7,683,"PITY BOUND",3109,"2005-05-30 21:07:15","2005-06-03 01:48:15",4,4.99,NC-17,Drama,4.99
7,532,"LOSER HUSTLER",2441,"2005-07-08 18:47:38","2005-07-13 15:02:38",5,4.99,PG,Sports,4.99
8,609,"MUSCLE BRIGHT",2773,"2005-07-31 04:54:43","2005-08-02 08:36:43",2,2.99,G,Travel,2.99
8,37,"ARIZONA BANG",172,"2005-08-02 14:42:45","2005-08-04 11:55:45",2,2.99,PG,Classics,2.99
8,491,"JUMPING WRATH",2270,"2005-08-21 01:07:11","2005-08-24 20:33:11",3,0.99,NC-17,Children,0.99
8,628,"NORTHWEST POLISH",2867,"2005-05-30 03:43:54","2005-06-08 04:28:54",9,2.99,PG,Sports,6.99
8,401,"HAROLD FRENCH",1841,"2005-07-12 10:43:53","2005-07-14 05:37:53",2,0.99,NC-17,Drama,0.99
8,216,"DAY UNFAITHFUL",971,"2005-08-02 13:04:12","2005-08-10 15:39:12",8,4.99,G,New,9.99
8,930,"VACATION BOONDOCK",4275,"2005-08-22 22:09:09","2005-08-31 01:10:09",9,2.99,R,Sci-Fi,7.99
8,882,"TENENBAUMS COMMAND",4054,"2005-07-07 00:09:02","2005-07-08 04:27:02",1,0.99,PG-13,Drama,0.99
8,421,"HOLIDAY GAMES",1936,"2005-07-11 21:39:46","2005-07-18 02:12:46",7,4.99,PG-13,Foreign,4.99
8,692,"POTLUCK MIXED",3153,"2005-07-07 21:47:29","2005-07-11 20:14:29",4,2.99,G,Animation,3.99
8,432,"HOPE TOOTSIE",1979,"2005-07-07 10:02:03","2005-07-10 06:09:03",3,2.99,NC-17,Classics,2.99
