2,2377,518,"LIAISONS SWEET"
2,626,136,"CHAPLIN LICENSE"
2,1149,254,"DRIVER ANNIE"
2,3084,678,"PICKUP DRIVING"
2,4088,891,"TIMBERLAND SKY"
2,4116,895,"TOMORROW HUSTLER"
2,654,142,"CHICKEN HELLFIGHTERS"
2,4570,999,"ZOOLANDER FICTION"
2,1937,421,"HOLIDAY GAMES"
2,4038,879,"TELEGRAPH VOYAGE"
2,805,175,"CONFUSED CANDLES"
3,2526,555,"MALLRATS UNITED"
3,2058,447,"ICE CROSSING"
3,3464,759,"SALUTE APOLLO"
3,3913,854,"STRANGERS GRAFFITI"
3,1984,433,"HORN WORKING"
3,1182,263,"DURHAM PANKY"
3,579,126,"CASUALTIES ENCINO"
3,1675,366,"GOLDFINGER SENSIBILITY"
3,3241,711,"RAGING AIRPLANE"
3,2575,563,"MASSACRE USUAL"
3,2150,464,"INTENTIONS EMPIRE"
3,3328,732,"RINGS HEARTBREAKERS"
3,1685,367,"GOLDMINE TYCOON"
3,2829,621,"NETWORK PEAK"
3,1427,312,"FIDDLER LOST"
3,3292,725,"REQUIEM TYCOON"
3,3917,855,"STREAK RIDGEMONT"
3,1704,371,"GOSFORD DONNIE"
3,116,23,"ANACONDA CONFESSIONS"
3,3261,717,"REAR TRADING"
3,2468,540,"LUCKY FLYING"
3,4315,940,"VICTORY ACADEMY"
3,4560,995,"YENTL IDAHO"
3,910,202,"DADDY PITTSBURGH"
3,346,77,"BIRDS PERDITION"
3,390,86,"BOOGIE AMELIE"
4,4117,895,"TOMORROW HUSTLER"
4,280,63,"BEDAZZLED MARRIED"
4,2980,653,"PANIC CLUB"
4,3373,740,"ROLLERCOASTER BRINGING"
4,984,219,"DEEP CRUSADE"
4,1976,431,"HOOSIERS BIRDCAGE"
4,4385,958,"WARDROBE PHANTOM"
4,3587,784,"SHANGHAI TYCOON"
4,3071,676,"PHILADELPHIA WIFE"
4,185,42,"ARTIST COLDBLOODED"
4,165,35,"ARACHNOPHOBIA ROLLERCOASTER"
4,3308,728,"REUNION WITCHES"
4,4311,939,"VERTIGO NORTHWEST"
4,57,11,"ALAMO VIDEOTAPE"
4,3822,837,"STAGE WORLD"
4,2495,547,"MAGIC MALLRATS"
4,132,26,"ANNIE IDENTITY"
4,97,19,"AMADEUS HOLY"
4,1075,239,"DOGMA FAMILY"
4,2065,448,"IDAHO LOVE"
4,2553,559,"MARRIED GO"
4,2479,543,"MADIGAN DORADO"
5,1871,408,"HEAD STRANGER"
5,3998,870,"SWARM GOLD"
5,1574,345,"GABLES METROPOLIS"
5,1105,245,"DOUBLE WRATH"
5,3333,733,"RIVER OUTLAW"
5,4364,951,"VOYAGE LEGALLY"
5,3482,763,"SATISFACTION CONFIDENTIAL"
5,3277,722,"REEF SALUTE"
5,111,22,"AMISTAD MIDSUMMER"
5,92,18,"ALTER VICTORY"
5,1434,314,"FIGHT JAWBREAKER"
5,1299,286,"ENOUGH RAGING"
5,4400,962,"WASTELAND DIVINE"
5,2177,470,"ISHTAR ROCKETEER"
5,1183,263,"DURHAM PANKY"
5,1595,349,"GANGS PRIDE"
5,3022,663,"PATIENT SISTER"
5,4463,975,"WILLOW TRACY"
5,2466,539,"LUCK OPUS"
5,416,91,"BOUND CHEAPER"
5,301,68,"BETRAYED REAR"
5,4376,956,"WANDA CHAMBER"
5,2348,511,"LAWRENCE LOVE"
5,1192,266,"DYNAMITE TARZAN"
5,2623,575,"MIDSUMMER GROUNDHOG"
5,1522,333,"FREAKY POCUS"
5,4323,941,"VIDEOTAPE ARSENIC"
5,3701,810,"SLUMS DUCK"
5,4124,896,"TOOTSIE PILOT"
5,28,6,"AGENT TRUMAN"
5,2587,568,"MEMENTO ZOOLANDER"
5,711,155,"CLEOPATRA DEVIL"
5,2153,465,"INTERVIEW LIAISONS"
5,600,131,"CENTER DINOSAUR"
5,957,213,"DATE SPEED"
5,169,37,"ARIZONA BANG"
5,3387,743,"ROOM ROMAN"
5,61,12,"ALASKA PHANTOM"
6,1818,395,"HANDICAP BOONDOCK"
6,1325,293,"EXORCIST STING"
6,375,83,"BLUES INSTINCT"
6,1929,418,"HOBBIT ALIEN"
6,3952,862,"SUMMER SCARFACE"
6,2085,452,"ILLUSION AMELIE"
6,731,160,"CLUB GRAFFITI"
6,2686,590,"MONEY HAROLD"
6,1291,285,"ENGLISH BULWORTH"
6,3317,730,"RIDGEMONT SUBMARINE"
6,2565,562,"MASKED BUBBLE"
6,3888,849,"STORM HAPPINESS"
6,3837,841,"STAR OPERATION"
6,3617,790,"SHOOTIST SUPERFLY"
6,2699,592,"MONSTER SPARTACUS"
6,3136,689,"POLLOCK DELIVERANCE"
6,1686,367,"GOLDMINE TYCOON"
6,3692,807,"SLEUTH ORIENT"
6,3938,858,"SUBMARINE BED"
6,2858,626,"NOON PAPI"
6,3804,833,"SPLENDOR PATTON"
6,3693,807,"SLEUTH ORIENT"
6,1670,365,"GOLD RIVER"
6,1261,280,"EMPIRE MALKOVICH"
6,98,19,"AMADEUS HOLY"
6,2363,514,"LEBOWSKI SOLDIERS"
6,1290,285,"ENGLISH BULWORTH"
6,3544,775,"SEATTLE EXPECATIONS"
7,3123,687,"POCUS PULP"
7,739,162,"CLUELESS BUCKET"
7,3424,750,"RUN PACIFIC"
7,2155,465,"INTERVIEW LIAISONS"
7,714,156,"CLERKS ANGELS"
7,468,103,"BUCKET BROTHERHOOD"
7,3913,854,"STRANGERS GRAFFITI"
7,4042,880,"TELEMARK HEARTBREAKERS"
7,4374,953,"WAIT CIDER"
7,2484,545,"MADNESS ATTACKS"
7,2272,491,"JUMPING WRATH"
7,1512,330,"FORRESTER COMANCHEROS"
7,1950,424,"HOLOCAUST HIGHBALL"
7,3318,730,"RIDGEMONT SUBMARINE"
7,3109,683,"PITY BOUND"
7,2441,532,"LOSER HUSTLER"
7,75,15,"ALIEN CENTER"
7,2368,516,"LEGEND JEDI"
7,3024,664,"PATRIOT ROMAN"
7,1580,346,"GALAXY SWEETHEARTS"
7,1393,305,"FATAL HAUNTED"
7,4045,880,"TELEMARK HEARTBREAKERS"
7,2866,628,"NORTHWEST POLISH"
7,2812,617,"NATURAL STOCK"
7,1822,396,"HANGING DEEP"
7,3645,796,"SIERRA DIVIDE"
7,2803,615,"NASH CHOCOLAT"
7,4278,931,"VALENTINE VANISHING"
7,3929,857,"STRICTLY SCARFACE"
7,3104,682,"PITTSBURGH HUNCHBACK"
7,3480,763,"SATISFACTION CONFIDENTIAL"
7,3920,856,"STREETCAR INTENTIONS"
7,2877,631,"NOVOCAINE FLIGHT"
8,2270,491,"JUMPING WRATH"
8,971,216,"DAY UNFAITHFUL"
8,172,37,"ARIZONA BANG"
8,3877,847,"STOCK GLASS"
8,3153,692,"POTLUCK MIXED"
8,3278,722,"REEF SALUTE"
8,1503,329,"FORREST SONS"
8,2195,474,"JADE BUNCH"
8,2520,554,"MALKOVICH PET"
8,4054,882,"TENENBAUMS COMMAND"
8,2773,609,"MUSCLE BRIGHT"
8,4275,930,"VACATION BOONDOCK"
8,1979,432,"HOPE TOOTSIE"
8,2937,645,"OTHERS SOUP"
8,2189,473,"JACKET FRISCO"
8,2522,554,"MALKOVICH PET"
8,1907,415,"HIGH ENCINO"
8,8,1,"ACADEMY DINOSAUR"
8,2388,521,"LIES TREATMENT"
8,4511,985,"WONDERLAND CHRISTMAS"
8,187,42,"ARTIST COLDBLOODED"
8,1841,401,"HAROLD FRENCH"
8,2867,628,"NORTHWEST POLISH"
8,1936,421,"HOLIDAY GAMES"
9,4279,931,"VALENTINE VANISHING"
9,4127,897,"TORQUE BOUND"
9,2279,493,"KANE EXORCIST"
9,3483,763,"SATISFACTION CONFIDENTIAL"
9,2118,459,"INFORMER DOUBLE"
9,2484,545,"MADNESS ATTACKS"
9,886,196,"CRUELTY UNFORGIVEN"
9,3540,774,"SEARCHERS WAIT"
9,2772,609,"MUSCLE BRIGHT"
9,3790,830,"SPIRIT FLINTSTONES"
9,2052,445,"HYDE DOCTOR"
9,3926,856,"STREETCAR INTENTIONS"
9,762,166,"COLOR PHILADELPHIA"
9,4265,928,"UPTOWN YOUNG"
9,397,88,"BORN SPINAL"
9,3773,826,"SPEED SUIT"
9,2756,604,"MULAN MOON"
9,2312,502,"KNOCK WARLOCK"
9,1395,305,"FATAL HAUNTED"
9,2435,531,"LOSE INCH"
9,3150,691,"POSEIDON FOREVER"
9,373,82,"BLOOD ARGONAUTS"
9,981,219,"DEEP CRUSADE"
10,4326,942,"VIETNAM SMOOCHY"
10,3834,840,"STAMPEDE DISTURBING"
10,3826,838,"STAGECOACH ARMAGEDDON"
10,2869,629,"NOTORIOUS REUNION"
10,749,164,"COAST RAINBOW"
10,4450,972,"WHISPERER GIANT"
10,1783,387,"GUN BONNIE"
10,1711,373,"GRADUATE LORD"
10,1569,344,"FURY MURDER"
10,1015,227,"DETAILS PACKER"
10,2247,486,"JET NEIGHBORS"
10,1767,383,"GROOVE FICTION"
10,2937,645,"OTHERS SOUP"
10,1866,407,"HAWK CHILL"
10,3731,816,"SNOWMAN ROLLERCOASTER"
10,4430,969,"WEST LION"
10,67,13,"ALI FOREVER"
10,418,91,"BOUND CHEAPER"
10,3891,850,"STORY SIDE"
10,2793,613,"MYSTIC TRUMAN"
10,2968,650,"PACIFIC AMISTAD"
10,50,10,"ALADDIN CALENDAR"
10,2570,563,"MASSACRE USUAL"
10,3086,678,"PICKUP DRIVING"
10,80,16,"ALLEY EVOLUTION"
11,638,139,"CHASING FIGHT"
11,4470,976,"WIND PHANTOM"
11,478,105,"BULL SHAWSHANK"
11,605,131,"CENTER DINOSAUR"
11,2014,438,"HUMAN GRAFFITI"
11,3374,740,"ROLLERCOASTER BRINGING"
11,4044,880,"TELEMARK HEARTBREAKERS"
11,800,174,"CONFIDENTIAL INTERVIEW"
11,1702,370,"GORGEOUS BINGO"
11,660,143,"CHILL LUCK"
11,1376,302,"FANTASIA PARK"
11,3015,662,"PATHS CONTROL"
11,2339,508,"LAMBS CINCINATTI"
11,3083,677,"PIANIST OUTFIELD"
11,1385,304,"FARGO GANDHI"
11,3762,823,"SOUTH WAIT"
11,390,86,"BOOGIE AMELIE"
11,3713,812,"SMOKING BARBARELLA"
11,2732,599,"MOTHER OLEANDER"
11,860,189,"CREATURES SHAKESPEARE"
11,2859,626,"NOON PAPI"
11,758,166,"COLOR PHILADELPHIA"
11,593,129,"CAUSE DATE"
11,930,206,"DANCING FEVER"
12,3264,719,"RECORDS ZORRO"
12,4127,897,"TORQUE BOUND"
12,308,69,"BEVERLY OUTLAW"
12,182,40,"ARMY FLINTSTONES"
12,1424,311,"FICTION CHRISTMAS"
12,3529,772,"SEA VIRGIN"
12,1364,301,"FAMILY SWEET"
12,3060,672,"PERFECT GROOVE"
12,3346,735,"ROBBERS JOON"
12,3739,818,"SOMETHING DUCK"
12,4358,949,"VOLCANO TEXAS"
12,436,97,"BRIDE INTRIGUE"
12,471,103,"BUCKET BROTHERHOOD"
12,3356,737,"ROCK INSTINCT"
12,1638,357,"GILBERT PELICAN"
12,4577,1000,"ZORRO ARK"
12,3357,737,"ROCK INSTINCT"
12,848,186,"CRAFT OUTFIELD"
12,2875,630,"NOTTING SPEAKEASY"
12,3017,662,"PATHS CONTROL"
12,1379,303,"FANTASY TROOPERS"
12,4250,924,"UNFORGIVEN ZOOLANDER"
12,3294,725,"REQUIEM TYCOON"
12,4241,922,"UNDEFEATED DALMATIONS"
12,4477,978,"WISDOM WORKER"
12,1122,249,"DRACULA CRYSTAL"
12,3179,697,"PRIMARY GLASS"
12,3659,799,"SIMON NORTH"
13,1546,339,"FROGMEN BREAKING"
13,4203,914,"TROUBLE DATE"
13,3877,847,"STOCK GLASS"
13,972,216,"DAY UNFAITHFUL"
13,1644,358,"GILMORE BOILED"
13,210,47,"BABY HALL"
13,1116,247,"DOWNHILL ENOUGH"
13,3520,771,"SCORPION APOLLO"
13,3759,823,"SOUTH WAIT"
13,360,79,"BLADE POLISH"
13,3013,661,"PAST SUICIDES"
13,2441,532,"LOSER HUSTLER"
13,624,135,"CHANCE RESURRECTION"
13,2072,449,"IDENTITY LOVER"
13,3102,681,"PIRATES ROXANNE"
13,2459,537,"LOVER TRUMAN"
13,3792,830,"SPIRIT FLINTSTONES"
13,294,67,"BERETS AGENT"
13,2660,583,"MISSION ZOOLANDER"
13,980,218,"DECEIVER BETRAYED"
13,1296,286,"ENOUGH RAGING"
13,170,37,"ARIZONA BANG"
13,420,92,"BOWFINGER GABLES"
13,1603,350,"GARDEN ISLAND"
13,2230,482,"JEOPARDY ENCINO"
13,3969,865,"SUNRISE LEAGUE"
13,502,112,"CALENDAR GUNFIGHT"
14,893,199,"CUPBOARD SINNERS"
14,2942,646,"OUTBREAK DIVINE"
14,3757,822,"SOUP WISDOM"
14,4319,941,"VIDEOTAPE ARSENIC"
14,3265,719,"RECORDS ZORRO"
14,121,24,"ANALYZE HOOSIERS"
14,1080,241,"DONNIE ALLEY"
14,1775,385,"GROUNDHOG UNCUT"
14,1503,329,"FORREST SONS"
14,1828,397,"HANKY OCTOBER"
14,1986,433,"HORN WORKING"
14,2109,457,"INDEPENDENCE HOTEL"
14,1147,253,"DRIFTER COMMANDMENTS"
14,27,6,"AGENT TRUMAN"
14,772,168,"COMANCHEROS ENEMY"
14,3366,738,"ROCKETEER MOTHER"
14,4439,970,"WESTWARD SEABISCUIT"
14,4161,904,"TRAIN BUNCH"
14,573,124,"CASPER DRAGONFLY"
14,4107,893,"TITANS JERK"
14,2693,591,"MONSOON CAUSE"
14,1027,230,"DIARY PANIC"
14,4325,942,"VIETNAM SMOOCHY"
14,3368,739,"ROCKY WAR"
14,1817,395,"HANDICAP BOONDOCK"
14,2076,450,"IDOLS SNATCHERS"
14,3067,674,"PET HAUNTING"
14,459,101,"BROTHERHOOD BLANKET"
15,1490,326,"FLYING HOOK"
15,3715,812,"SMOKING BARBARELLA"
15,1745,379,"GREEDY ROOTS"
15,526,116,"CANDIDATE PERDITION"
15,1363,300,"FALCON VOLUME"
15,2411,526,"LOCK REAR"
15,1774,385,"GROUNDHOG UNCUT"
15,1964,428,"HOMICIDE PEACH"
15,2402,525,"LOATHING LEGALLY"
15,962,214,"DAUGHTER MADIGAN"
15,864,190,"CREEPERS KANE"
15,884,194,"CROW GREASE"
15,3586,784,"SHANGHAI TYCOON"
15,4017,875,"TALENTED HOMICIDE"
15,529,116,"CANDIDATE PERDITION"
15,3707,811,"SMILE EARRING"
15,2195,474,"JADE BUNCH"
15,4453,973,"WIFE TURN"
15,453,100,"BROOKLYN DESERT"
15,1619,353,"GENTLEMEN STAGE"
15,272,61,"BEAUTY GREASE"
15,331,73,"BINGO TALENTED"
15,1428,313,"FIDELITY DEVIL"
15,1998,435,"HOTEL HAPPINESS"
15,3488,764,"SATURDAY LAMBS"
15,2997,657,"PARADISE SABRINA"
15,1614,353,"GENTLEMEN STAGE"
15,2417,527,"LOLA AGENT"
15,958,213,"DATE SPEED"
15,1652,361,"GLEAMING JAWBREAKER"
15,4013,873,"SWEETHEARTS SUSPECTS"
15,268,59,"BEAR GRACELAND"
16,2166,468,"INVASION CYCLONE"
16,2049,445,"HYDE DOCTOR"
16,4498,982,"WOMEN DORADO"
16,504,112,"CALENDAR GUNFIGHT"
16,3191,700,"PRIX UNDEFEATED"
16,318,71,"BILKO ANONYMOUS"
16,4452,973,"WIFE TURN"
16,453,100,"BROOKLYN DESERT"
16,2945,646,"OUTBREAK DIVINE"
16,4000,871,"SWEDEN SHINING"
16,2727,598,"MOSQUITO ARMAGEDDON"
16,4017,875,"TALENTED HOMICIDE"
16,3485,764,"SATURDAY LAMBS"
16,2800,615,"NASH CHOCOLAT"
16,4312,939,"VERTIGO NORTHWEST"
16,3110,683,"PITY BOUND"
16,699,153,"CITIZEN SHREK"
16,2975,651,"PACKER MADIGAN"
16,3045,668,"PEAK FOREVER"
16,3732,816,"SNOWMAN ROLLERCOASTER"
16,1242,274,"EGG IGBY"
16,1411,309,"FEUD FROGMEN"
16,4134,898,"TOURIST PELICAN"
16,4551,993,"WRONG BEHAVIOR"
16,206,45,"ATTRACTION NEWTON"
16,3970,865,"SUNRISE LEAGUE"
16,1810,393,"HALLOWEEN NUTS"
16,4220,917,"TUXEDO MILE"
17,109,22,"AMISTAD MIDSUMMER"
17,3816,835,"SPY MILE"
17,1225,271,"EASY GLADIATOR"
17,2127,460,"INNOCENT USUAL"
17,1052,234,"DISTURBING SCARFACE"
17,3706,810,"SLUMS DUCK"
17,3631,792,"SHREK LICENSE"
17,905,201,"CYCLONE FAMILY"
17,3828,838,"STAGECOACH ARMAGEDDON"
17,3012,661,"PAST SUICIDES"
17,2550,559,"MARRIED GO"
17,3642,795,"SIEGE MADRE"
17,1877,409,"HEARTBREAKERS BRIGHT"
17,1138,252,"DREAM PICKUP"
17,3515,770,"SCISSORHANDS SLUMS"
17,2820,619,"NEIGHBORS CHARADE"
17,4079,889,"TIES HUNGER"
17,4011,873,"SWEETHEARTS SUSPECTS"
17,2112,458,"INDIAN LOVE"
17,214,48,"BACKLASH UNDEFEATED"
17,4038,879,"TELEGRAPH VOYAGE"
18,2897,637,"OPEN AFRICAN"
18,893,199,"CUPBOARD SINNERS"
18,904,200,"CURTAIN VIDEOTAPE"
18,2050,445,"HYDE DOCTOR"
18,932,206,"DANCING FEVER"
18,1922,417,"HILLS NEIGHBORS"
18,4453,973,"WIFE TURN"
18,800,174,"CONFIDENTIAL INTERVIEW"
18,4557,995,"YENTL IDAHO"
18,238,54,"BANGER PINOCCHIO"
18,3375,740,"ROLLERCOASTER BRINGING"
18,790,173,"CONFESSIONS MAGUIRE"
18,4559,995,"YENTL IDAHO"
18,3560,778,"SECRETS PARADISE"
18,1629,356,"GIANT TROOPERS"
18,2141,463,"INSTINCT AIRPORT"
18,2784,611,"MUSKETEERS WAIT"
18,1214,270,"EARTH VISION"
18,4370,953,"WAIT CIDER"
18,50,10,"ALADDIN CALENDAR"
18,1983,432,"HOPE TOOTSIE"
18,3095,680,"PINOCCHIO SIMON"
19,3921,856,"STREETCAR INTENTIONS"
19,1892,412,"HEAVYWEIGHTS BEAST"
19,2333,506,"LADY STAGE"
19,1181,263,"DURHAM PANKY"
19,2232,483,"JERICHO MULAN"
19,3595,786,"SHEPHERD MIDSUMMER"
19,3453,757,"SAGEBRUSH CLUELESS"
19,751,164,"COAST RAINBOW"
19,4015,875,"TALENTED HOMICIDE"
19,377,83,"BLUES INSTINCT"
19,2440,532,"LOSER HUSTLER"
19,2575,563,"MASSACRE USUAL"
19,146,31,"APACHE DIVINE"
19,1484,324,"FLINTSTONES HAPPINESS"
19,2688,590,"MONEY HAROLD"
19,1309,288,"ESCAPE METROPOLIS"
19,166,35,"ARACHNOPHOBIA ROLLERCOASTER"
19,3376,741,"ROMAN PUNK"
19,205,45,"ATTRACTION NEWTON"
19,3449,756,"SADDLE ANTITRUST"
19,2076,450,"IDOLS SNATCHERS"
19,3612,789,"SHOCK CABIN"
19,4108,893,"TITANS JERK"
19,4021,875,"TALENTED HOMICIDE"
20,2636,578,"MILLION ACE"
20,4534,989,"WORKING MICROCOSMOS"
20,487,109,"BUTTERFLY CHOCOLAT"
20,2907,638,"OPERATION OPERATION"
20,2646,580,"MINE TITANS"
20,2879,631,"NOVOCAINE FLIGHT"
20,1931,420,"HOLES BRANNIGAN"
20,3719,813,"SMOOCHY CONTROL"
20,3221,707,"QUEST MUSSOLINI"
20,4366,952,"WAGON JAWS"
20,2052,445,"HYDE DOCTOR"
20,1238,274,"EGG IGBY"
20,1445,317,"FIREBALL PHILADELPHIA"
20,4350,948,"VOICE PEACH"
20,977,218,"DECEIVER BETRAYED"
20,2651,581,"MINORITY KISS"
20,4265,928,"UPTOWN YOUNG"
20,2152,465,"INTERVIEW LIAISONS"
20,4431,969,"WEST LION"
20,3841,841,"STAR OPERATION"
20,1094,243,"DOORS PRESIDENT"
20,2276,492,"JUNGLE CLOSER"
20,2711,595,"MOON BUNCH"
20,1469,321,"FLASH WARS"
20,267,59,"BEAR GRACELAND"
20,3349,735,"ROBBERS JOON"
20,674,147,"CHOCOLAT HARRY"
20,2038,443,"HURRICANE AFFAIR"
20,3406,747,"ROXANNE REBEL"
20,4554,994,"WYOMING STORM"
21,4425,967,"WEEKEND PERSONAL"
21,3537,773,"SEABISCUIT PUNK"
21,3463,759,"SALUTE APOLLO"
21,3435,753,"RUSH GOODFELLAS"
21,3078,677,"PIANIST OUTFIELD"
21,3143,690,"POND SEATTLE"
21,3913,854,"STRANGERS GRAFFITI"
21,3380,741,"ROMAN PUNK"
21,435,96,"BREAKING HOME"
21,2744,602,"MOURNING PURPLE"
21,414,91,"BOUND CHEAPER"
21,826,181,"CONTACT ANONYMOUS"
21,369,81,"BLINDNESS GUN"
21,3184,698,"PRINCESS GIANT"
21,4366,952,"WAGON JAWS"
21,2309,502,"KNOCK WARLOCK"
21,4367,952,"WAGON JAWS"
21,2080,451,"IGBY MAKER"
21,2431,531,"LOSE INCH"
21,4178,908,"TRAP GUYS"
21,455,100,"BROOKLYN DESERT"
21,916,204,"DALMATIONS SWEDEN"
21,510,113,"CALIFORNIA BIRDS"
21,2632,577,"MILE MULAN"
21,3635,793,"SHRUNK DIVINE"
21,1130,250,"DRAGON SQUAD"
21,1186,264,"DWARFS ALTER"
21,1779,387,"GUN BONNIE"
21,3601,787,"SHINING ROSES"
21,1697,369,"GOODFELLAS SALUTE"
21,4380,957,"WAR NOTTING"
21,199,44,"ATTACKS HATE"
21,1122,249,"DRACULA CRYSTAL"
21,2823,620,"NEMO CAMPUS"
21,2436,531,"LOSE INCH"
22,4022,876,"TARZAN VIDEOTAPE"
22,2934,644,"OSCAR GOLD"
22,4442,971,"WHALE BIKINI"
22,3565,779,"SENSE GREEK"
22,1300,287,"ENTRAPMENT SATISFACTION"
22,2863,627,"NORTH TEQUILA"
22,507,112,"CALENDAR GUNFIGHT"
22,1814,394,"HAMLET WISDOM"
22,3250,715,"RANGE MOONWALKER"
22,2584,567,"MEET CHOCOLATE"
22,1072,239,"DOGMA FAMILY"
22,1239,274,"EGG IGBY"
22,3347,735,"ROBBERS JOON"
22,2005,436,"HOURS RAGE"
22,247,55,"BARBARELLA STREETCAR"
22,532,117,"CANDLES GRAPES"
22,2036,443,"HURRICANE AFFAIR"
22,2379,519,"LIBERTY MAGNIFICENT"
22,1159,256,"DROP WATERFRONT"
22,3949,861,"SUIT WALLS"
22,1789,388,"GUNFIGHT MOON"
22,3237,710,"RAGE GAMES"
23,1510,330,"FORRESTER COMANCHEROS"
23,3894,850,"STORY SIDE"
23,4174,907,"TRANSLATION SUMMER"
23,137,27,"ANONYMOUS HUMAN"
23,2147,464,"INTENTIONS EMPIRE"
23,3867,846,"STING PERSONAL"
23,1454,319,"FISH OPUS"
23,1061,236,"DIVINE RESURRECTION"
23,2745,602,"MOURNING PURPLE"
23,1596,350,"GARDEN ISLAND"
23,3934,857,"STRICTLY SCARFACE"
23,3749,820,"SONS INTERVIEW"
23,2973,651,"PACKER MADIGAN"
23,1814,394,"HAMLET WISDOM"
23,2290,496,"KICK SAVANNAH"
23,3329,732,"RINGS HEARTBREAKERS"
23,1311,289,"EVE RESURRECTION"
23,2747,602,"MOURNING PURPLE"
23,2765,608,"MURDER ANTITRUST"
23,1515,331,"FORWARD TEMPLE"
23,2312,502,"KNOCK WARLOCK"
23,1715,374,"GRAFFITI LOVE"
23,2408,525,"LOATHING LEGALLY"
23,3677,804,"SLEEPING SUSPECTS"
23,3814,835,"SPY MILE"
23,485,109,"BUTTERFLY CHOCOLAT"
23,171,37,"ARIZONA BANG"
23,3940,859,"SUGAR WONKA"
23,4154,902,"TRADING PINOCCHIO"
23,3048,668,"PEAK FOREVER"
24,2609,572,"METROPOLIS COMA"
24,1271,281,"ENCINO ELF"
24,3379,741,"ROMAN PUNK"
24,2437,531,"LOSE INCH"
24,2373,518,"LIAISONS SWEET"
24,3564,778,"SECRETS PARADISE"
24,3219,707,"QUEST MUSSOLINI"
24,262,58,"BEACH HEARTBREAKERS"
24,1986,433,"HORN WORKING"
24,1444,316,"FIRE WOLVES"
24,835,183,"CONVERSATION DOWNHILL"
24,341,75,"BIRD INDEPENDENCE"
24,2657,583,"MISSION ZOOLANDER"
24,3185,698,"PRINCESS GIANT"
24,3091,679,"PILOT HOOSIERS"
24,4215,916,"TURN STAR"
24,4359,951,"VOYAGE LEGALLY"
24,2522,554,"MALKOVICH PET"
24,661,143,"CHILL LUCK"
24,727,159,"CLOSER BANG"
24,20,4,"AFFAIR PREJUDICE"
24,3968,864,"SUNDANCE INVASION"
24,2351,511,"LAWRENCE LOVE"
24,1565,344,"FURY MURDER"
24,1244,275,"EGYPT TENENBAUMS"
25,513,114,"CAMELOT VACATION"
25,3389,744,"ROOTS REMEMBER"
25,1499,328,"FOREVER CANDIDATE"
25,14,3,"ADAPTATION HOLES"
25,236,53,"BANG KWAI"
25,172,37,"ARIZONA BANG"
25,4336,945,"VIRGINIAN PLUTO"
25,614,133,"CHAMBER ITALIAN"
25,667,145,"CHISUM BEHAVIOR"
25,2827,620,"NEMO CAMPUS"
25,3615,789,"SHOCK CABIN"
25,944,209,"DARKNESS WAR"
25,3134,689,"POLLOCK DELIVERANCE"
25,3946,861,"SUIT WALLS"
25,1146,253,"DRIFTER COMMANDMENTS"
25,4428,968,"WEREWOLF LOLA"
25,3790,830,"SPIRIT FLINTSTONES"
25,342,76,"BIRDCAGE CASPER"
25,2984,654,"PANKY SUBMARINE"
25,763,166,"COLOR PHILADELPHIA"
25,77,16,"ALLEY EVOLUTION"
25,4095,892,"TITANIC BOONDOCK"
25,3439,754,"RUSHMORE MERMAID"
25,3813,835,"SPY MILE"
25,4106,893,"TITANS JERK"
