station_id, time UTC, AtmosphericPressure mb, WindDirection degrees, WindSpeed kn, Gust kn, AirTemperature degree C, RelativeHumidity percent
M4, 2007-05-08T13:00:00Z,1008.4,240,16,20,11,77
M4, 2007-05-08T14:00:00Z,1008.2,250,14,25,11,77
M4, 2007-05-08T15:00:00Z,1008.4,250,15,23,10.9,76
M4, 2007-05-08T16:00:00Z,1008,250,11,21,10.7,76
M4, 2007-05-08T17:00:00Z,1008,250,17,21,10.4,74
M4, 2007-05-08T18:00:00Z,1008.4,240,10,20,10.5,82
M4, 2007-05-08T19:00:00Z,1008.4,240,13,20,11.1,73
M4, 2007-05-08T20:00:00Z,1008.6,250,14,18,11.2,76
M4, 2007-05-08T21:00:00Z,1009,250,12,20,11,79
M4, 2007-05-08T22:00:00Z,1009,250,13,18,11.3,74
M4, 2007-05-08T23:00:00Z,1009,240,14,18,11.3,74
M4, 2007-05-09T00:00:00Z,1008.8,230,12,21,10.6,78
M4, 2007-05-09T01:00:00Z,1008.6,240,13,17,11.3,80
M4, 2007-05-09T02:00:00Z,1008.4,270,11,20,10.7,79
M4, 2007-05-09T03:00:00Z,1008.4,240,13,18,11,74
M4, 2007-05-09T04:00:00Z,1008.4,230,13,18,10.9,75
M4, 2007-05-09T05:00:00Z,1008,240,14,18,11.2,75
M4, 2007-05-09T06:00:00Z,1008,230,12,18,11.3,76
M4, 2007-05-09T07:00:00Z,1007.6,220,13,17,11,77
M4, 2007-05-09T08:00:00Z,1007,200,13,18,11.2,79
M4, 2007-05-09T09:00:00Z,1007.8,200,13,18,11,78
M4, 2007-05-09T10:00:00Z,1005.2,180,14,18,11.1,78
M4, 2007-05-09T11:00:00Z,1005.2,170,15,20,11.4,81
M4, 2007-05-09T12:00:00Z,1004,150,15,20,11.4,81
M4, 2007-05-09T13:00:00Z,1004,140,16,20,11.7,81
M4, 2007-05-09T14:00:00Z,1000.6,130,17,21,11.5,85
M4, 2007-05-09T15:00:00Z,999,150,21,27,11.4,85
M4, 2007-05-09T16:00:00Z,997,140,20,29,11.3,91
M4, 2007-05-09T17:00:00Z,996.6,230,26,38,11.6,77
M4, 2007-05-09T18:00:00Z,996.2,230,22,31,11.6,77
M4, 2007-05-09T19:00:00Z,995.6,230,24,29,11.5,74
M4, 2007-05-09T20:00:00Z,995.2,220,19,32,11.5,79
M4, 2007-05-09T21:00:00Z,994,210,17,25,11.1,80
M4, 2007-05-09T22:00:00Z,993,190,15,21,11,82
M4, 2007-05-09T23:00:00Z,992.4,220,18,26,10.9,83
M4, 2007-05-10T00:00:00Z,992.4,240,19,26,10.4,84
M4, 2007-05-10T01:00:00Z,993,270,16,24,9.8,82
M4, 2007-05-10T02:00:00Z,993.2,260,16,24,10,85
M4, 2007-05-10T03:00:00Z,993.6,270,18,25,10.3,79
M4, 2007-05-10T04:00:00Z,994,280,17,23,10.3,80
M4, 2007-05-10T05:00:00Z,994.4,260,17,25,10.3,80
M4, 2007-05-10T06:00:00Z,994.6,280,15,23,10.2,78
M4, 2007-05-10T07:00:00Z,995,260,18,23,10.4,70
M4, 2007-05-10T08:00:00Z,995.2,280,16,23,10.1,80
M4, 2007-05-10T09:00:00Z,995.6,250,17,23,10.2,81
M4, 2007-05-10T10:00:00Z,995.6,290,14,23,10.1,83
M4, 2007-05-10T11:00:00Z,996,350,17,21,10.2,82
M4, 2007-05-10T12:00:00Z,997.2,340,17,25,10.7,78
M4, 2007-05-10T13:00:00Z,997,340,19,23,10.8,77
M4, 2007-05-10T14:00:00Z,997.2,340,19,25,10.8,79
M4, 2007-05-10T15:00:00Z,998,360,18,23,10.9,77
M4, 2007-05-10T16:00:00Z,999.8,360,18,23,10.7,81
M4, 2007-05-10T17:00:00Z,998.2,360,17,23,10.3,78
M4, 2007-05-10T18:00:00Z,998.4,360,17,27,10.4,79
M4, 2007-05-10T19:00:00Z,998.8,360,18,27,10.2,79
M4, 2007-05-10T20:00:00Z,999.4,360,19,26,10.3,77
M4, 2007-05-10T21:00:00Z,1000.2,10,17,25,10.4,74
M4, 2007-05-10T22:00:00Z,1000.2,360,16,23,10.4,72
M4, 2007-05-10T23:00:00Z,998.6,10,14,22,10.2,74
M4, 2007-05-11T00:00:00Z,999.6,10,14,20,10.1,77
M4, 2007-05-11T01:00:00Z,999.2,350,12,18,10.4,74
M4, 2007-05-11T02:00:00Z,1000,360,14,19,10.4,71
M4, 2007-05-11T03:00:00Z,999.8,340,11,16,10.3,72
M4, 2007-05-11T04:00:00Z,998.2,360,10,16,10,75
M4, 2007-05-11T05:00:00Z,997.8,350,8,12,9.9,70
M4, 2007-05-11T06:00:00Z,999,30,8,12,9.9,78
M4, 2007-05-11T07:00:00Z,999.8,40,10,14,9.8,76
M4, 2007-05-11T08:00:00Z,998.6,50,9,14,9.8,72
M4, 2007-05-11T09:00:00Z,998.6,80,6,12,9.9,69
M4, 2007-05-11T10:00:00Z,998,60,10,14,9.9,72
M4, 2007-05-11T11:00:00Z,997.6,90,9,13,10.3,73
M4, 2007-05-11T12:00:00Z,997.2,80,10,12,10.3,70
M4, 2007-05-11T13:00:00Z,996.8,100,10,14,10.4,73
M4, 2007-05-11T14:00:00Z,996.2,80,10,14,10.4,76
M4, 2007-05-11T15:00:00Z,996.6,70,12,14,10.5,75
M4, 2007-05-11T16:00:00Z,994,70,12,16,10.6,80
M4, 2007-05-11T17:00:00Z,995.2,50,14,18,10.4,77
M4, 2007-05-11T18:00:00Z,994.6,50,17,21,10.6,80
M4, 2007-05-11T19:00:00Z,994,50,15,20,10.4,81
M4, 2007-05-11T20:00:00Z,996.2,40,14,20,10.5,81
M4, 2007-05-11T21:00:00Z,995.2,50,14,18,10.6,79
M4, 2007-05-11T22:00:00Z,995.4,50,11,16,10.8,80
M4, 2007-05-11T23:00:00Z,995.4,40,11,14,10.7,84
M4, 2007-05-12T00:00:00Z,995.2,20,13,16,10.7,83
M4, 2007-05-12T01:00:00Z,995.2,30,16,20,11,85
M4, 2007-05-12T02:00:00Z,995.6,40,19,24,10.4,86
M4, 2007-05-12T03:00:00Z,996.2,40,19,23,10.3,84
M4, 2007-05-12T04:00:00Z,996.4,30,20,26,10.3,84
M4, 2007-05-12T05:00:00Z,996.6,30,21,27,10.2,84
M4, 2007-05-12T06:00:00Z,997.2,30,22,27,10,85
M4, 2007-05-12T07:00:00Z,997.6,30,24,29,9.7,85
M4, 2007-05-12T08:00:00Z,998.2,30,22,29,9.5,84
M4, 2007-05-12T09:00:00Z,998.8,30,22,27,9.9,83
M4, 2007-05-12T10:00:00Z,999.2,20,21,27,9.9,84
M4, 2007-05-12T11:00:00Z,999.6,30,19,25,9.8,84
M4, 2007-05-12T12:00:00Z,1000,20,19,26,9.7,85
M4, 2007-05-12T13:00:00Z,1000.2,30,18,25,10,86
M4, 2007-05-12T14:00:00Z,1000.8,40,18,23,10,87
M4, 2007-05-12T15:00:00Z,1000.8,40,20,25,9.8,85
M4, 2007-05-12T16:00:00Z,1001.2,40,19,25,9.8,82
M4, 2007-05-12T17:00:00Z,1001.4,50,19,25,10,77
M4, 2007-05-12T18:00:00Z,1002,50,18,23,10,75
M4, 2007-05-12T19:00:00Z,1002.8,50,17,23,10.1,73
M4, 2007-05-12T20:00:00Z,1003,50,18,23,10,73
M4, 2007-05-12T21:00:00Z,1003.6,50,18,23,10.4,77
M4, 2007-05-12T22:00:00Z,1004.2,50,18,23,10.2,75
M4, 2007-05-12T23:00:00Z,1004.4,50,18,24,10.1,74
M4, 2007-05-13T00:00:00Z,1004.2,40,19,27,9.8,74
M4, 2007-05-13T01:00:00Z,1004.4,50,19,25,9.9,68
M4, 2007-05-13T02:00:00Z,1004.6,40,19,24,9.8,72
M4, 2007-05-13T03:00:00Z,1004.8,50,17,24,9.7,66
M4, 2007-05-13T04:00:00Z,1004.8,50,19,25,9.5,62
M4, 2007-05-13T05:00:00Z,1005,40,18,24,9.5,64
M4, 2007-05-13T06:00:00Z,1005.2,40,18,23,9.5,64
M4, 2007-05-13T07:00:00Z,1005.4,50,19,23,9.3,58
M4, 2007-05-13T08:00:00Z,1006,50,18,25,9.6,62
M4, 2007-05-13T09:00:00Z,1006.2,40,17,25,9.6,71
M4, 2007-05-13T10:00:00Z,1006.4,50,18,23,9.7,68
M4, 2007-05-13T11:00:00Z,1006.6,40,16,23,9.5,67
M4, 2007-05-13T12:00:00Z,1006.4,40,20,23,10,68
M4, 2007-05-13T13:00:00Z,1006.4,40,21,25,10,65
M4, 2007-05-13T14:00:00Z,1007,40,20,25,9.7,61
M4, 2007-05-13T15:00:00Z,1005.4,40,19,25,9.7,64
M4, 2007-05-13T16:00:00Z,1007.4,30,19,25,9.8,66
M4, 2007-05-13T17:00:00Z,1005.8,20,20,25,9.9,62
M4, 2007-05-13T18:00:00Z,1007.4,10,20,25,10,65
M4, 2007-05-13T19:00:00Z,1007.4,360,20,27,9.9,67
M4, 2007-05-13T20:00:00Z,1009,360,19,25,9.9,66
M4, 2007-05-13T21:00:00Z,1008.6,10,20,25,9.9,67
M4, 2007-05-13T22:00:00Z,1009.2,360,17,25,9.9,68
M4, 2007-05-13T23:00:00Z,1011.4,360,16,21,10,70
M4, 2007-05-14T00:00:00Z,1010.2,350,15,21,9.9,65
M4, 2007-05-14T01:00:00Z,1009.4,360,12,20,9.9,64
M4, 2007-05-14T02:00:00Z,1010,350,11,16,9.9,68
M4, 2007-05-14T03:00:00Z,1009.8,320,14,18,9.8,62
M4, 2007-05-14T04:00:00Z,1009.4,330,11,16,9.7,64
M4, 2007-05-14T05:00:00Z,1010.6,310,9,12,10,67
M4, 2007-05-14T06:00:00Z,1011,290,9,16,9.6,76
M4, 2007-05-14T07:00:00Z,1010.6,280,8,12,9.3,76
M4, 2007-05-14T08:00:00Z,1011,260,5,13,9.5,72
M4, 2007-05-14T09:00:00Z,1011.2,210,6,8,9.9,75
M4, 2007-05-14T10:00:00Z,1010.8,240,13,18,10.5,71
M4, 2007-05-14T11:00:00Z,1010.6,220,12,18,10.7,75
M4, 2007-05-14T12:00:00Z,1011,230,18,23,11.1,75
M4, 2007-05-14T13:00:00Z,1010,230,19,25,11.2,75
M4, 2007-05-14T14:00:00Z,1009.4,230,17,29,9.8,78
M4, 2007-05-14T15:00:00Z,1009.2,250,14,31,9,82
M4, 2007-05-14T16:00:00Z,1009,220,18,23,10.2,81
M4, 2007-05-14T17:00:00Z,1009,220,17,25,10,81
M4, 2007-05-14T18:00:00Z,1008.8,220,14,21,9.8,85
M4, 2007-05-14T19:00:00Z,1009,260,11,16,10.3,80
M4, 2007-05-14T20:00:00Z,1008.8,280,8,12,10.1,80
M4, 2007-05-14T21:00:00Z,1009,330,6,10,10,81
M4, 2007-05-14T22:00:00Z,1009.4,10,6,8,10.2,79
M4, 2007-05-14T23:00:00Z,1009.4,30,8,12,10.1,78
M4, 2007-05-15T00:00:00Z,1009.4,30,9,12,10.2,80
M4, 2007-05-15T01:00:00Z,1009.6,40,9,12,9.9,79
M4, 2007-05-15T02:00:00Z,1009.6,50,9,12,10,79
M4, 2007-05-15T03:00:00Z,1010,60,9,13,9.8,79
M4, 2007-05-15T04:00:00Z,1009.6,70,9,12,9.9,77
M4, 2007-05-15T05:00:00Z,1009.6,80,7,12,10.1,77
M4, 2007-05-15T06:00:00Z,1010.4,70,8,12,10.4,76
M4, 2007-05-15T07:00:00Z,1010.6,70,8,12,10.4,72
M4, 2007-05-15T08:00:00Z,1011,80,9,12,10.5,73
M4, 2007-05-15T09:00:00Z,1012,100,8,12,10.6,73
M4, 2007-05-15T10:00:00Z,1012,80,8,12,10.8,77
M4, 2007-05-15T11:00:00Z,1012,80,8,14,10.7,76
M4, 2007-05-15T12:00:00Z,1012.2,80,11,14,10.6,77
M4, 2007-05-15T13:00:00Z,1012.2,100,7,13,10.9,78
M4, 2007-05-15T14:00:00Z,1012.4,160,6,8,11.1,75
M4, 2007-05-15T15:00:00Z,1012.6,190,6,8,11.3,74
M4, 2007-05-15T16:00:00Z,1011,230,6,8,11.2,73
M4, 2007-05-15T17:00:00Z,1010.6,240,9,12,11.1,74
M4, 2007-05-15T18:00:00Z,1012.6,240,8,14,11,76
M4, 2007-05-15T19:00:00Z,1012,220,7,16,10.7,81
M4, 2007-05-15T20:00:00Z,1012,200,10,14,11,88
M4, 2007-05-15T21:00:00Z,1012.2,240,18,21,11.3,89
M4, 2007-05-15T22:00:00Z,1012.2,240,17,21,11.5,87
M4, 2007-05-15T23:00:00Z,1012,250,19,23,11.5,87
M4, 2007-05-16T00:00:00Z,1012,240,19,25,11.3,90
M4, 2007-05-16T01:00:00Z,1011.6,250,18,24,11.2,90
M4, 2007-05-16T02:00:00Z,1011.4,250,17,23,11.1,90
M4, 2007-05-16T03:00:00Z,1011,250,23,27,10.4,90
M4, 2007-05-16T04:00:00Z,1011,250,18,25,10,90
M4, 2007-05-16T05:00:00Z,1010.4,250,13,20,10.1,92
M4, 2007-05-16T06:00:00Z,1010.6,240,15,21,10.3,93
M4, 2007-05-16T07:00:00Z,1010,240,13,16,10.5,94
M4, 2007-05-16T08:00:00Z,1010,230,13,16,10.7,94
M4, 2007-05-16T09:00:00Z,1010,240,11,14,10.8,94
M4, 2007-05-16T10:00:00Z,1010,220,11,18,11.5,96
M4, 2007-05-16T11:00:00Z,1010,240,18,25,11.7,93
M4, 2007-05-16T12:00:00Z,1009.8,240,18,25,11.8,92
M4, 2007-05-16T13:00:00Z,1009.6,240,17,21,11.8,94
M4, 2007-05-16T14:00:00Z,1009.4,230,15,20,11.8,95
M4, 2007-05-16T15:00:00Z,1008.6,230,13,18,11.7,96
M4, 2007-05-16T16:00:00Z,1007.8,210,12,16,11.7,96
M4, 2007-05-16T17:00:00Z,1007,230,14,18,11.9,96
M4, 2007-05-16T18:00:00Z,1006.8,240,15,20,12,96
M4, 2007-05-16T19:00:00Z,1006.4,240,16,20,12,96
M4, 2007-05-16T20:00:00Z,1006.6,250,17,21,12.1,96
M4, 2007-05-16T21:00:00Z,1007.4,250,19,23,12.1,96
M4, 2007-05-16T22:00:00Z,1008,250,19,25,12.2,96
M4, 2007-05-16T23:00:00Z,1008,250,19,24,12.2,96
M4, 2007-05-17T00:00:00Z,1008.4,250,20,25,12.1,96
M4, 2007-05-17T01:00:00Z,1008.6,250,22,28,12.2,96
M4, 2007-05-17T02:00:00Z,1009,250,21,28,12.1,97
M4, 2007-05-17T03:00:00Z,1009.6,250,22,27,12.1,97
M4, 2007-05-17T04:00:00Z,1010,250,22,27,12.2,97
M4, 2007-05-17T05:00:00Z,1010.4,250,20,27,12.2,96
M4, 2007-05-17T06:00:00Z,1011.2,250,18,27,12,96
M4, 2007-05-17T07:00:00Z,1011.4,240,18,23,11.8,96
M4, 2007-05-17T08:00:00Z,1011.8,240,16,25,11.8,96
M4, 2007-05-17T09:00:00Z,1012.4,230,19,24,11.8,95
M4, 2007-05-17T10:00:00Z,1010.6,230,16,25,11.8,96
M4, 2007-05-17T11:00:00Z,1012.8,220,15,21,11.8,96
M4, 2007-05-17T12:00:00Z,1012.4,210,18,23,12,96
M4, 2007-05-17T13:00:00Z,1012,210,20,25,12.2,96
M4, 2007-05-17T14:00:00Z,1012,210,22,28,12.2,96
M4, 2007-05-17T15:00:00Z,1011.2,210,21,27,12.2,96
M4, 2007-05-17T16:00:00Z,1010.6,210,20,27,12.2,95
M4, 2007-05-17T17:00:00Z,1010.4,210,18,26,12,96
M4, 2007-05-17T18:00:00Z,1009.8,220,16,23,12,96
M4, 2007-05-17T19:00:00Z,1009,210,16,21,12,94
M4, 2007-05-17T20:00:00Z,1008.4,210,17,25,11.8,94
M4, 2007-05-17T21:00:00Z,1007.4,210,19,23,11.9,92
M4, 2007-05-17T22:00:00Z,1006.2,200,21,27,11.8,90
M4, 2007-05-17T23:00:00Z,1004.8,200,23,29,11.8,89
M4, 2007-05-18T00:00:00Z,1003.2,200,26,33,11.8,90
M4, 2007-05-18T01:00:00Z,1001.4,200,27,36,12,89
M4, 2007-05-18T02:00:00Z,999.2,200,31,40,11.7,91
M4, 2007-05-18T03:00:00Z,999.2,210,29,43,9.2,92
M4, 2007-05-18T04:00:00Z,998.6,230,25,41,10.7,82
M4, 2007-05-18T05:00:00Z,998.2,230,29,42,11.4,69
M4, 2007-05-18T06:00:00Z,997.8,220,29,32,10.7,77
M4, 2007-05-18T07:00:00Z,997.6,220,27,41,10.7,71
M4, 2007-05-18T08:00:00Z,996.6,210,31,43,10.8,75
M4, 2007-05-18T09:00:00Z,995.6,210,31,43,11.1,76
M4, 2007-05-18T10:00:00Z,994.6,210,29,51,10.6,82
M4, 2007-05-18T11:00:00Z,994,220,34,50,10.8,76
M4, 2007-05-18T12:00:00Z,993.6,220,33,47,11.4,76
M4, 2007-05-18T13:00:00Z,993,210,32,52,10.9,78
M4, 2007-05-18T14:00:00Z,992,210,35,47,10.4,78
M4, 2007-05-18T15:00:00Z,991,210,34,45,10.7,80
M4, 2007-05-18T16:00:00Z,990.2,210,33,51,10.1,83
M4, 2007-05-18T17:00:00Z,990,220,34,50,11,79
M4, 2007-05-18T18:00:00Z,990,230,32,45,10.7,79
M4, 2007-05-18T19:00:00Z,989.8,230,31,43,11.1,76
M4, 2007-05-18T20:00:00Z,989.2,220,32,45,11,79
M4, 2007-05-18T21:00:00Z,989,220,37,49,11.2,84
M4, 2007-05-18T22:00:00Z,990.6,240,31,45,11.5,82
M4, 2007-05-18T23:00:00Z,991.8,240,32,47,11.6,78
M4, 2007-05-19T00:00:00Z,993.2,240,32,46,11.6,82
M4, 2007-05-19T01:00:00Z,994.2,240,33,48,11.7,80
M4, 2007-05-19T02:00:00Z,995.2,240,32,46,11.1,81
M4, 2007-05-19T03:00:00Z,995.8,240,32,45,11.5,78
M4, 2007-05-19T04:00:00Z,996.2,240,29,41,11.3,80
M4, 2007-05-19T05:00:00Z,996.6,240,28,41,11,80
M4, 2007-05-19T06:00:00Z,997.4,250,29,39,10.5,79
M4, 2007-05-19T07:00:00Z,998.2,240,28,41,9.3,83
M4, 2007-05-19T08:00:00Z,998.6,240,26,37,10.5,80
M4, 2007-05-19T09:00:00Z,999.2,240,27,41,9.9,80
M4, 2007-05-19T10:00:00Z,1000.2,240,25,41,9.5,87
M4, 2007-05-19T11:00:00Z,1001,250,25,35,9.2,86
M4, 2007-05-19T12:00:00Z,1001.6,250,27,39,10.4,81
M4, 2007-05-19T13:00:00Z,1002.6,240,26,35,10.4,83
M4, 2007-05-19T14:00:00Z,1003.6,240,24,34,9.5,87
M4, 2007-05-19T15:00:00Z,1004.2,240,26,35,9.3,86
M4, 2007-05-19T16:00:00Z,1004.6,240,25,35,10.4,82
M4, 2007-05-19T17:00:00Z,1005,240,22,33,10.5,83
M4, 2007-05-19T18:00:00Z,1005.6,240,20,31,10.4,81
M4, 2007-05-19T19:00:00Z,1006,240,20,29,10.3,84
